CLASS HABITAT-TYPE-GROUP
NAME B3
HABITAT-TYPES 250:280:281:283:292
CLIMAX-SPECIES DF:PP
SERAL-SPECIES DF:PP:LP:CW:ES
END

CLASS ALL-VEG-TYPES
553
NS,NS,1,1,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:UPLAND-GRASSES/CLOSED-HERB/1:0,L-DF-GF:24:250:LATE-SERAL:11:268:WP:12:144:DF-PP-GF:19:267:CW:11:235:L:9:231:L-DF-LP:9:241:PP-DF:5:213:L-PP:2:197:DF-PP-LP:2:124:DF-PP:2:170:NS:167:43:L-LP-GF:13:269:DF-RRWP-GF:18:260:QA:12:235:RRWP:9:151:ES:18:220:L-GF:12:227:DF-GF:35:325:L-DF:11:234:PP:2:148:L-LP:8:229:DF-LP:4:279:L-PP-LP:12:169:PF:10:226:L-DF-PP:4:195:DF-RRWP:33:254:DF-WP:14:247:AGR:301:298:DF-WP-GF:17:256:EARLY-SERAL:11:276:GF:10:239:ES-LP:21:235:DF:1:131:LP:19:245
DF-LP,LMU,10,4,LIGHT-SEVERITY-FIRE:DF-LP/LARGE/3:0:SEVERE-WSBW:DF-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/LMU11/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF-LP/LMU/3:0:SUCCESSION:DF-LP/LMU11/4:0:SEVERE-LP-MPB:DF-LP/LMU/3:0:LIGHT-LP-MPB:DF-LP/LMU/3:0,DF-LP:780:370
PP-DF,SS,1,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:PP-DF/SS2/4:0,PP-DF:40:280
PP-DF,SS,1,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:PP-DF/SS2/3:0,PP-DF:40:150:CW-MC:18:215
PP-DF,SS,1,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:PP-DF/SS2/2:0,PP-DF:40:20:CW-MC:7:76
CW,SS,2,4,LIGHT-SEVERITY-FIRE:CW/SS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/SS/3:0:SUCCESSION:CW/POLE/4:0,CW:50:290
CW,SS,2,3,LIGHT-SEVERITY-FIRE:CW/SS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/SS/3:0:SUCCESSION:CW/POLE/4:0,CW:50:160
CW,MEDIUM,1,4,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/MEDIUM2/4:0,CW:315:280
CW,SS,2,2,LIGHT-SEVERITY-FIRE:CW/SS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/SS/2:0:SUCCESSION:CW/POLE/3:0,CW:50:30
CW,MEDIUM,1,3,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/MEDIUM2/4:0,CW:315:150
CW,MEDIUM,1,2,LIGHT-SEVERITY-FIRE:CW/LMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/2:0:SUCCESSION:CW/MEDIUM2/3:0,CW:315:20
PP-DF,PMU,1,4,LIGHT-SEVERITY-FIRE:PP-DF/PMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/MMU/4:0,PP-DF:260:280
DF-LP,POLE,1,4,LIGHT-SEVERITY-FIRE:DF-LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF/POLE/3:0:SUCCESSION:DF-LP/PTS/4:0,DF-LP:135:280
PP-DF,PMU,1,3,LIGHT-SEVERITY-FIRE:PP-DF/PMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/MMU/3:0,PP-DF:260:150
DF-LP,POLE,1,3,LIGHT-SEVERITY-FIRE:DF-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF-LP/PTS/3:0,DF-LP:135:150
PP-DF,PMU,1,2,LIGHT-SEVERITY-FIRE:PP-DF/PMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/MMU/2:0,PP-DF:260:20
DF-LP,POLE,1,2,LIGHT-SEVERITY-FIRE:DF-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF-LP/PTS/3:0,DF-LP:135:20
PP-DF,POLE,2,4,LIGHT-SEVERITY-FIRE:PP-DF/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP-DF/POLE/2:0:SUCCESSION:PP-DF/POLE3/4:0,PP-DF:145:290
PP-DF,LMU,1,4,LIGHT-SEVERITY-FIRE:PP-DF/LMU/3:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/LMU2/4:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LMU/3:0:SUCCESSION:PP-DF/LMU2/4:0,DF-PP-LP:775:377:PP-DF:690:280
PP-DF,LMU,1,3,LIGHT-SEVERITY-FIRE:PP-DF/LMU/2:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/LMU2/3:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LMU/3:0:SUCCESSION:PP-DF/LMU2/3:0,DF-PP-LP:765:241:PP-DF:690:150:PP:704:269
PP-DF,LMU,1,2,LIGHT-SEVERITY-FIRE:PP-DF/LMU/2:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/LMU/3:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LMU/2:0:SUCCESSION:PP-DF/LMU/3:0,DF-PP-LP:667:74:PP-DF:690:20:PP:697:109
QA,MEDIUM,1,4,LIGHT-SEVERITY-FIRE:QA/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/LMU/3:0:SUCCESSION:QA/MEDIUM2/4:0,QA:315:280
DF-LP,LMU,7,4,LIGHT-SEVERITY-FIRE:DF-LP/LARGE/3:0:SEVERE-WSBW:DF-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF/LMU/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF-LP/LMU/3:0:SUCCESSION:DF-LP/LMU8/4:0:SEVERE-LP-MPB:DF-LP/LMU/3:0:LIGHT-LP-MPB:DF-LP/LMU/3:0,DF-LP:750:340
QA,MEDIUM,1,3,LIGHT-SEVERITY-FIRE:QA/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/LMU/3:0:SUCCESSION:QA/MEDIUM2/4:0,QA:315:150
QA,MEDIUM,1,2,LIGHT-SEVERITY-FIRE:QA/LMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/LMU/2:0:SUCCESSION:QA/MEDIUM2/3:0,QA:315:20
QA,SS,1,4,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:SUCCESSION:QA/SS2/4:0,QA:40:280
PP-DF,SS,3,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:PP-DF/SS4/4:0,PP-DF:60:300
QA,SS,1,3,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:SUCCESSION:QA/SS2/4:0,QA:40:150:QA-MC:108:194
PP-DF,SS,3,3,LIGHT-SEVERITY-FIRE:PP-DF/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/POLE/3:0,PP-DF:60:170
QA,SS,1,2,LIGHT-SEVERITY-FIRE:QA/SS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/SS/2:0:SUCCESSION:QA/SS2/3:0,QA:40:20:QA-MC:107:60
PP-DF,SS,3,2,LIGHT-SEVERITY-FIRE:PP-DF/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/POLE/2:0,PP-DF:60:40
DF,POLE,1,4,LIGHT-SEVERITY-FIRE:DF/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/PTS/3:0:MIXED-SEVERITY-FIRE:DF/POLE/3:0:SUCCESSION:DF/PTS/4:0,DF:135:280
DF,POLE,1,3,LIGHT-SEVERITY-FIRE:DF/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/PTS/2:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/PTS/3:0,DF:135:150:DF-GF:153:273
DF,POLE,1,2,LIGHT-SEVERITY-FIRE:DF/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/PTS/2:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/PTS/2:0,DF-LP:119:66:DF:135:20:DF-GF:144:72
CW,MEDIUM,2,4,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/LARGE/4:0,CW:325:290
CW,MEDIUM,2,3,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/LARGE/4:0,CW:325:160
PP,VERY-LARGE,1,4,LIGHT-SEVERITY-FIRE:PP-DF/VLTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/VERY-LARGE/2:0:PP-MPB:PP-DF/LARGE/3:0:SUCCESSION:PP-DF/VLTS/4:0,PP:780:280
CW,MEDIUM,2,2,LIGHT-SEVERITY-FIRE:CW/LMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/2:0:SUCCESSION:CW/LARGE/3:0,CW:325:30
PP,VERY-LARGE,1,3,LIGHT-SEVERITY-FIRE:PP-DF/VLTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/VERY-LARGE/2:0:PP-MPB:PP-DF/LARGE/2:0:SUCCESSION:PP-DF/VLTS/3:0,EARLY-SERAL:620:147:LATE-SERAL:561:188:PP:780:150
PP,VERY-LARGE,1,2,LIGHT-SEVERITY-FIRE:PP-DF/VLTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/VERY-LARGE/2:0:PP-MPB:PP-DF/LARGE/2:0:SUCCESSION:PP-DF/VLTS/2:0,EARLY-SERAL:642:79:LATE-SERAL:621:33:PP-DF:822:85:PP:780:20
PP-DF,MEDIUM,1,4,LIGHT-SEVERITY-FIRE:PP-DF/MEDIUM/3:0:SEVERE-WSBW:PP-DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/MMU/2:0:LIGHT-WSBW:PP-DF/MMU/4:0:MIXED-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:PP-MPB:DF/MMU/3:0:SUCCESSION:PP-DF/MMU/4:0,PP-DF:315:280:PP:300:432
PP-DF,MEDIUM,1,3,LIGHT-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:SEVERE-WSBW:PP-DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/MMU/2:0:LIGHT-WSBW:PP-DF/MMU/3:0:MIXED-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:PP-MPB:DF/MMU/2:0:SUCCESSION:PP-DF/MMU/3:0,DF-PP-LP:356:214:PP-DF:315:150
PP,PTS,1,4,LIGHT-SEVERITY-FIRE:PP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP/MMU/4:0,DF:252:283:PP:180:280
PP-DF,MEDIUM,1,2,LIGHT-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:SEVERE-WSBW:PP-DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/MMU/2:0:LIGHT-WSBW:PP-DF/MMU/3:0:MIXED-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:PP-MPB:DF/MMU/2:0:SUCCESSION:PP-DF/MMU/3:0,DF-PP-GF:347:68:DF-PP-LP:339:64:PP-DF:315:20
PP,PTS,1,3,LIGHT-SEVERITY-FIRE:PP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/PTS2/3:0,PP:180:150
DF,LMU,7,3,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LMU/2:0:LIGHT-WSBW:DF/LMU8/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LMU/2:0:SUCCESSION:DF/LMU8/3:0,DF-LP:825:238:DF:750:210:LP:941:212:DF-GF:870:485:PP-DF:830:277
PP,PTS,1,2,LIGHT-SEVERITY-FIRE:PP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/PTS2/2:0,PP:180:20
PP,LTS,1,4,LIGHT-SEVERITY-FIRE:PP/LTS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LTS/2:0:SUCCESSION:PP/LMU/4:0,PP:610:280
PP,LTS,1,3,LIGHT-SEVERITY-FIRE:PP/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LTS/2:0:SUCCESSION:PP-DF/LMU/3:0,PP:610:150
PP,LTS,1,2,LIGHT-SEVERITY-FIRE:PP/LMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LTS/2:0:SUCCESSION:PP-DF/LMU/2:0,PP-DF:516:82:PP:610:20
DF-LP,MMU,2,4,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/4:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MEDIUM/4:0:MIXED-SEVERITY-FIRE:DF-LP/MEDIUM/3:0:DF-BEETLE:DF-LP/MTS/2:0:SUCCESSION:DF-LP/MMU3/4:0:SEVERE-LP-MPB:DF-LP/MMU/3:0:LIGHT-LP-MPB:DF-LP/MMU/3:0,DF-LP:465:290
DF-LP,MMU,2,3,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/3:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MEDIUM/4:0:MIXED-SEVERITY-FIRE:DF-LP/MEDIUM/2:0:DF-BEETLE:DF-LP/MTS/2:0:SUCCESSION:DF-LP/MMU3/3:0:SEVERE-LP-MPB:DF-LP/MTS/2:0:LIGHT-LP-MPB:DF-LP/MTS/2:1,DF-LP:465:160
PP,POLE,1,4,LIGHT-SEVERITY-FIRE:PP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP/POLE2/4:0,PP:135:280
PP,POLE,1,3,LIGHT-SEVERITY-FIRE:PP/PTS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/PTS/3:0,PP:135:150
PP,POLE,1,2,LIGHT-SEVERITY-FIRE:PP/PTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/PTS/2:0,DF-PP:181:22:PP-DF:120:70:PP:135:20
LP,POLE,7,4,LIGHT-SEVERITY-FIRE:LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/POLE8/4:0,LP:195:340
PP,LMU,7,4,LIGHT-SEVERITY-FIRE:PP/LMU7/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU7/2:0:SUCCESSION:PP/VLMU/4:0,PP:750:340
PP,LMU,7,3,LIGHT-SEVERITY-FIRE:PP/LMU7/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU7/2:0:SUCCESSION:PP/VLMU/4:0,PP:750:210
PP,LMU,7,2,LIGHT-SEVERITY-FIRE:PP/LMU7/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU7/2:0:SUCCESSION:PP-DF/VLMU/3:0,PP:750:80
QA-MC,LARGE,1,4,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:QA/SS/3:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:SUCCESSION:QA-MC/LARGE2/4:0,QA:677:362:QA-MC:530:280
QA-MC,LARGE,1,3,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:QA/SS/3:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:SUCCESSION:QA-MC/LARGE2/4:0,QA:678:220:QA-MC:530:150
QA-MC,LARGE,1,2,LIGHT-SEVERITY-FIRE:QA/SS/2:0:STAND-REPLACING-FIRE:QA/SS/2:0:MIXED-SEVERITY-FIRE:QA/SS/2:0:SUCCESSION:QA-MC/LARGE2/3:0,QA-MC:530:20
DF-LP,PTS,5,4,LIGHT-SEVERITY-FIRE:DF-LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF-LP/POLE/2:0:SUCCESSION:DF-LP/PTS6/4:0,DF-LP:220:320
DF-LP,PTS,5,3,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF-LP/MEDIUM/2:0:SUCCESSION:DF-LP/MMU/3:0,DF-LP:220:190
ES,LMU,1,4,LIGHT-SEVERITY-FIRE:ES/LMU/3:0:SEVERE-WSBW:ES/LARGE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:LIGHT-WSBW:ES/LMU/4:0:MIXED-SEVERITY-FIRE:ES/LMU/2:0:SUCCESSION:ES/LMU/4:0,DF-AF-AF:950:373:L-DF-AF:938:377:ES-LP:786:427:ES:690:280
ES,LMU,1,3,LIGHT-SEVERITY-FIRE:ES/LMU/2:0:SEVERE-WSBW:ES/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:LIGHT-WSBW:ES/LMU/3:0:MIXED-SEVERITY-FIRE:ES/LMU/2:0:SUCCESSION:ES/LMU/4:0,DF-AF-AF:943:175:L-DF-AF:936:213:ES:690:150
ES,LMU,1,2,LIGHT-SEVERITY-FIRE:ES/LMU/2:0:SEVERE-WSBW:ES/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:LIGHT-WSBW:ES/LMU/2:0:MIXED-SEVERITY-FIRE:ES/LMU/2:0:SUCCESSION:ES/LMU/3:0,DF-AF-AF:933:33:L-DF-AF:925:29:ES:690:20
DF-PP-LP,PTS,1,4,LIGHT-SEVERITY-FIRE:DF-PP-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/POLE/3:0:SUCCESSION:DF-PP-LP/MMU/4:0,DF-PP-PP:200:197:DF-PP-LP:180:280
DF-PP-LP,PTS,1,3,LIGHT-SEVERITY-FIRE:DF-PP-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/POLE/2:0:SUCCESSION:DF-PP-LP/PTS2/3:0,DF-PP-PP:182:122:DF-PP-LP:180:150
DF-PP-LP,PTS,1,2,LIGHT-SEVERITY-FIRE:DF-PP-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/POLE/2:0:SUCCESSION:DF-PP-LP/PTS/3:0,DF-PP-PP:186:19:DF-PP-LP:180:20
DF-PP-LP,PTS,2,3,LIGHT-SEVERITY-FIRE:DF-PP-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/POLE/2:0:SUCCESSION:DF-PP-LP/PTS3/3:0,DF-PP-PP:182:122:DF-PP-LP:190:160
LP,LARGE,1,4,LIGHT-SEVERITY-FIRE:LP/LTS/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:LP/LTS/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/LTS/3:0,LP:530:280
LP,LARGE,1,3,LIGHT-SEVERITY-FIRE:LP/LTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:LP/LTS/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/LTS/2:0,DF-LP:567:235:LP:530:150:ES-LP:563:245
LP,LARGE,1,2,LIGHT-SEVERITY-FIRE:LP/LTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:LP/LTS/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/LTS/2:0,DF-LP:755:25:LP:530:20:ES-LP:566:138
LP,PTS,6,3,LIGHT-SEVERITY-FIRE:LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/PTS7/3:0,LP:230:200
